Food_ID,Name,C_Type,Veg_Non,Describe,Image_URL
182,avial with red rice,Indian,veg,"Red rice, water, potatoes, carrots, raw banana, drumstick, small raw mango, sour curd, bean stick, onion, salt, turmeric, water, coconut oil, green chillies, mustard seeds (crushed)",https://thumbs.dreamstime.com/b/avial-red-rice-kerala-meal-kerala-food-avial-coconut-based-stew-served-red-rice-served-banana-leaf-196402277.jpg
183,rice in lamb stock,Thai,non-veg,"Rice, desi ghee, big cardamom, bay leaf, cinnamon stick, fennel, onion, lamb bonz, royal cumin, cashew, cream, green cardamom powder, salt, water",https://mediterraneanlatinloveaffair.com/wp-content/uploads/2022/03/Lamb-rice-bake.jpg
184,vegetable bruschetta,Italian,veg,"baguette (grilled slices), black olive tapenade, artichoke hearts, lettuce arugula (trummed), tomato confit, fresh basil leaves, mint leaves, zucchini, goat cheese, parmesan cheese shavings, mozzarella buffalo cheese",https://zenaskitchen.com/wp-content/uploads/2022/01/Roasted-Vegetable-Bruschetta.jpg
185,red wine braised mushroom flatbread,Italian,veg,"olive oil, fresh buffalo mozzarella cheese, canned pelati tomatoes (cooked), pizza/flatbread base, mushrooms, red wine, parsley, garlic cloves (halved), salt",https://c.ndtvimg.com/hgtrs618_mushroom-flatbread_625x300_03_September_18.jpg
186,strawberry & pistachio breton tart,Dessert,veg,"plain flour, baking powder, sea salt, unsalted butter, egg yoks, castor sugar, double cream, yolk, sugar, gelatine, butter, pistachio paste, strawberry",https://i.ytimg.com/vi/F_T14uAI4Yk/hqdefault.jpg
187,tricolour pizza,Italian,veg,"pizza base , pizza sauce, mozzarella cheese, black olive, green capsicum, carrots, olive oil",https://i.ndtvimg.com/i/2018-01/pizza_620x330_71516778822.jpg
188,instant rava dosa,Indian,veg,"rava/suji/semolina, rice flour, all purpose flour, fresh coconut (pieces), jeera, green chilli, dhaniya, onion (diced), salt, water, oil, ghee/clarified butter",https://hebbarskitchen.com/wp-content/uploads/2019/02/rava-dosa-recipe-instant-rava-dosa-suji-ka-dosa-crispy-rava-dosa-1.jpeg
189,easy bread poha,Indian,veg,"oil, hing, mustard seeds, curry leaves, whole red chillies, cookes peas, peanuts, turmeric powder, salt, bread, green chillies, lemon juice, coriander leaves, dessicated coconut",https://www.indianhealthyrecipes.com/wp-content/uploads/2022/06/bread-upma-recipe.jpg
190,bread chana basket,Indian,veg,"bread (white/brown), butter, for chana chaat:, chana, onion, tomatoes, cumin seeds, ginger garlic paste, chilli powder, chana masala, turmeric powder , oil, salt",https://c.ndtvimg.com/2018-10/k4fe75kg_bread-chana-basket_625x300_09_October_18.jpg
191,spaghetti with clams & crispy bread crumbs,Italian,veg,"panko, 1/4 cup plus 1 tablespoon extra-virgin olive oil, plus more for drizzling, kosher salt, freshly ground pepper, garlic cloves, manila clams or cockles, scrubbed, dry white wine, spaghetti, lemon zest, lemon juice, mullet bottarga (optional; see note), red pepper, thyme, rosemary, parsley",https://images.squarespace-cdn.com/content/v1/5161a33ce4b058e82d881bb3/1405981887467-6EEV25OAT2BRFIR4DLRD/image-asset.jpeg
192,kasha bread,French,veg,"kasha, boiling water, buckwheat flour, all-purpose gluten free flour, brown sugar, baking powder, baking soda, xanthum gum, salt, buttermilk, cream, egg, oil, walnuts",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh5F5mSMUSnsFNP5-D_PLqxxtpkZGHdet2H7sD-HCbNRHuxQcYme6hnYSj2AiRUQNA9r6tsed1-gbgqqnKaA_Pzy9mXefCivgmhlQEUJ4QmEgUDfw0den39HY55Ds8LD_zPNNSSW2tD3pB0a9LO/s800/Kasha_Bread2.png
193,egg paratha,Indian,non-veg,"whole wheat flour, salt, oil, eggs, onions, green chilli, coriander leaves, garam masala",https://www.indianhealthyrecipes.com/wp-content/uploads/2024/06/egg-paratha-anda-paratha.jpg
194,egg and cheddar cheese sandwich,Mexican,non-veg,"egg, salt, pepper, ham slices, basil leaves",http://cabotcreamery.com/cdn/shop/articles/20240829132941-recipe_kit_breakfast-20sandwich_1024x.jpg?v=1724939007
195,egg in a blanket,French,non-veg,"eggs, brown bread slices, butter, chilli flakes, oregano, salt",https://myyellowfarmhouse.com/wp-content/uploads/2013/08/eggs-in-a-frame-cooked1.jpg
196,bread dahi vada,Indian,veg,"bread slices, curd, oil, salt and black pepper , red chilli powder, aamchoor powder, mint leaves, zeera powder, anardana",https://ruchisvegkitchen.com/wp-content/uploads/2022/03/20220309125436_img_6750_wm_wm6296875428777981625.jpg?w=682
197,cheese and avocado parantha,Mexican,veg,"Wheat flour, Kasuri methi, water, olive oil, avocado, mozzarella cheese, pizza tasting, ghee, salt",https://i0.wp.com/www.sinamontales.com/dotcord/uploads/2017/07/Avocado-Cheese-Parantha.jpg?fit=1200%2C1807&ssl=1
198,bread with tomatoes and olives,Italian,veg,"French Bread Loaf, Tomato, Extra Virgin Olive Oil, Salt, Black Pepper, Passerley, Stuffed Green Olive",https://domesticgothess.com/wp-content/uploads/2022/09/tomato-olive-focaccia.jpg
199,lemon poppy seed cake,Dessert,veg,"plain flour, baking powder, salt, castor sugar, baking soda, eggs, butter, vanilla essence, lemon juice, poppy seed, lemon peel, to serve:, lemon syrup, whip cream, fresh berry",https://cakesbymk.com/wp-content/uploads/2025/02/Template-Size-for-Blog-32.jpg
200,chocolate kaju katli,Dessert,veg,"cashew nuts, sugar, water, milk chocolate or dark chocolate",https://www.archanaskitchen.com//images/archanaskitchen/Indian_Sweets_Mithai/Diwali_Recipe_Chocolate_Kaju_Katli_Recipe_Cashew_Nut_Fudge_with_Chocolate_Glaze-1.jpg
201,mix fruit laccha rabri tortilla crunch,Mexican,veg,"milk, sugar, cardamom powder, saffron, almonds and pistachios, grapes, apple, kiwi, orange, pomegranate, mint leaves, tortilla sheet, oil",https://c.ndtvimg.com/2018-10/28sn1o1g_desserts_625x300_29_October_18.jpg
202,pista chocolate & mandarin,Dessert,veg,"Pistachios, milk, sugar, broken rice, green cardamom, white chocolate, milk, egg yolks, whipped cream, vanilla pod, mandarin, sugar, water",https://experiencelife.lifetime.life/wp-content/uploads/2023/10/Dec23_SSCocktailPartyImages.jpg
203,banana and chia tea cake,Dessert,veg,"Banana, Castor Sugar, Flour, Oil, Milk, Eggs, Baking Soda, Flax Seeds, Almond Flakes, Chia Seeds",https://www.ndtv.com/cooks/images/620_1.jpg
204,chocolate and almond rum ball,Dessert,veg,"Chocolate sponge eggless, dark chocolate, single cream, almonds, castor sugar, instant coffee powder, dark rum",https://d2uqlwridla7kt.cloudfront.net/recipe-media/recipe-9krz6za9q/fgil9l1whehof/Almond%20Rum%20Balls.jpg
205,lemon sushi cake,Dessert,veg,"Vanilla pre mix, gel, oil, water, egg yolks, lemon juice, sugar, butter, white chocolate, cooking cream, milk",https://recipes.timesofindia.com/thumb/72071295.cms?width=1200&height=900
206,chocolate doughnut,Dessert,veg,"Sugar, egg yolks, egg, butter, yeast, milk",https://oatslady.com/wp-content/uploads/2024/04/chocolate-donuts.webp
207,spiced almond banana jaggery cake,Dessert,veg,"Butter, cinnamon molasses powder, nutmeg (powdered), almonds, sugar, eggs, orange peel, banana, flour, baking soda, baking powder, salt, buttermilk, powdered cinnamon",https://www.almonds.in/sites/default/files/2020-08/Spiced%20almond%20banana%20jaggery%20cake%20IN%201240x827.jpg
208,fennel scented sweet banana fritters,Dessert,veg,"Wheat flour, banana, jaggery, milk or water, ghee or oil",https://c.ndtvimg.com/2019-11/ioo2uba8_bbq_625x300_13_November_19.jpg
209,camel milk cake tart,Dessert,veg,"Camel milk, sugar, vinegar, butter, brown sugar, maida, eggs",https://c.ndtvimg.com/2019-10/ski2p83o_milk-tart_625x300_24_October_19.jpg
210,quinoa coconut crumble custard,Dessert,veg,"Knoia (cooked), oats, cinnamon powder, salt, brown sugar or jaggery, nuts, coconut nuts, eggs, kinoia, coconut milk, maple syrup, vanilla extract, cinnamon powder, salt, honey",https://c.ndtvimg.com/2019-10/jq2ejac8_quinoa-crumble_625x300_22_October_19.jpg
211,lamb barley pot,Healthy Food,non-veg,"pot barley, onions, worcestershire sauce, chilli flakes, mustard seeds, thick mutton chunks, thick neck of lamb chops, water or stock (to cover), salt, black pepper (freshly ground)",https://ediblecommunities.com/wp-content/uploads/2019/03/irish-lamb-stew-1-900x617.jpg
212,al hachi chicken,Indian,non-veg,"shallow fried chicken, bottle gourd (boiled and sun dried), onion, garlic, whole spices:, green cardamom, black cardamom, cinnamon sticks, turmeric, deggi mirch, fennel seeds powder, dry ginger powder, coriander powder, salt, mustard oil, desi ghee",https://c.ndtvimg.com/2019-02/aajqtl_chicken-_625x300_19_February_19.jpg
213,berry parfait hazelnut white chocolate sable,Dessert,veg,"for berry parfait:, egg yolk, caster sugar, berry puree, cream cheese, double cream, for hazelnut streusel:, ground hazelnut, flour, caster sugar, butter, for hazelnut white chocolate pressed sable:, hazelnut streusel, cocoa butter, puffed rice, clarified butter, melted white chocolate, for flexy berry:, raspberry puree, sugar, liquid glucose, pectin",https://c.ndtvimg.com/2019-02/k1kur1m8_parfait_625x300_08_February_19.jpg
214,badam papite ke kebab with pineapple salsa,Indian,non-veg,"Raw papaya, raw potato, almonds, salt, asafoetida, turmeric, celery, coriander, ginger, green chillies, gram flour, green coriander, oil, pineapple, onion, green chillies, green coriander, lemon juice, salt, pepper",https://c.ndtvimg.com/05913ta_kebab_625x300_22_August_18.jpg
215,mixed vegetable soup,Healthy Food,veg,"Mix vegetable (tomatoes, carrots, peas and French beans), salt, cumin powder, oil, curry leaves",https://www.cookingclassy.com/wp-content/uploads/2014/10/vegetable-soup-7.jpg
216,duo of chocolate and strawberry,Dessert,veg,"dark chocolate, white chocolate, strawberries","https://brandsitesplatform-res.cloudinary.com/image/fetch/w_auto:100,c_scale,q_auto:eco,f_auto,fl_lossy,dpr_auto,e_sharpen:85/https://assets.brandplatform.generalmills.com%2F-%2Fmedia%2Fproject%2Fgmi%2Fhaagendazs%2Fhaagendazs-master%2Fbsp%2Fhd%2Fproduct-images%2Ftop-view-with-lid-off%2Fbelgian-chocolate-strawberry-crunch-pint-lid-on.png%3Frev%3Dbd5d4199bc324ff8b126f60f48e2d1ab"
217,mustard-parmesan whole roasted cauliflower,Healthy Food,veg,"cauliflowers, garlic, halved, olive oil , dijon mustard , kosher salt , freshly ground black pepper , fresh parsley leaves, parmesan , lemon wedges",https://food.fnr.sndimg.com/content/dam/images/food/fullset/2014/7/7/1/fn_whole-roasted-mustard-parm-cauliflower_s4x3.jpg.rend.hgtvcom.1280.1280.suffix/1404872016356.webp
218,hassel back sweet potatoes,Healthy Food,veg,"sweet potatoes, butter, brown sugar, pure vanilla extract, ground cinnamon, himalayan pink salt / rock salt",https://www.simplejoy.com/wp-content/uploads/2021/11/Hasselback-Sweet-Potatoes.jpg
219,mother christmas cake,Dessert,veg,"tart apples (2 large), sugar, apple juice, eggs, vegetable oil, vanilla extracts, all-purpose flour, apple pie spice (cinnamon), salt, pecans, candied red cherries (halved), candied green cherried (halved), candied pineapple (diced), cashews (optional)",https://i.ndtvimg.com/i/2017-12/mother-christmas-cake_620x350_81513339688.jpg
220,matcha tea macarons,Dessert,veg,"egg whites, breakfast sugar, icing sugar, almond powder, matcha powder, heavy cream, white chocolate",https://www.piesandtacos.com/wp-content/uploads/2018/03/matcha-macarons-5-1.jpg
221,"amaranthus granola with lemon yogurt, berries and marigold",Healthy Food,veg,"popped amaranthus (cholai), oats, almonds, cinnamon powder, sunflower seeds, sesame seeds, honey, brown sugar, salt, olive oil, lemon rind, plain yogurt (whipped with lemon rind), blueberries",https://www.covaipost.com/wp-content/uploads/2018/06/foo.jpg
222,chocolate fudge cookies,Dessert,veg,"dark chocolate coverture, butter, sugar, eggs, flour, baking powder, salt, cocoa powder, vanilla essence",https://sugarspunrun.com/wp-content/uploads/2022/02/Fudge-Cookies-1-of-1.jpg
223,veg summer rolls,Thai,veg,"rice paper sheets, iceberg lettuce, carrot, bean sprouts, cucumber, tofu, basil, mint leaves, coriander, rice noodles (soaked in warm water for 20-25 minutes), peanuts, hoisin sauce, peanuts, garlic, oil, red chillies, water",https://veggieanh.com/wp-content/uploads/2022/07/Vegan-Summer-Rolls-6.jpg
224,eggless vanilla cake,Dessert,veg,"maida, baking powder, castor sugar, butter, milk, vanilla essence, vinegar",https://cakesbymk.com/wp-content/uploads/2023/03/Template-Size-for-Blog-Photos-23.jpg
225,sweet potato pie,Dessert,veg,"yams (red skinned), condensed milk, sugar, egg , cinnamon , marshmallows ,","https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco,c_fill,g_auto,w_1500,ar_3:2/k%2Farchive%2Fsweet-potato-pie-cropped"
226,wok tossed asparagus in mild garlic sauce,Healthy Food,veg,"asparagus, 1 fried onion (medium), 1/2 tsp breakfast sugar, 10 ml potato starch, 20 ml stock vegetarian, 20 gm porcini, salt to taste, 50 ml oil",https://www.ndtv.com/cooks/images/asparagus.jpg
227,cinnamon oatmeal pancakes,Healthy Food,veg,"rolled oats, buttermilk (divided), whole wheat flour or oat flour, baking powder, baking soda, cinnamon, salt, eggs, canola oil , honey or maple syrup,",https://www.twopeasandtheirpod.com/wp-content/uploads/2015/07/Cinnamon-Oatmeal-Pancakes-1.jpg
228,chocolate chip cheesecake,Dessert,veg,"butter biscuits (broken into pieces), butter (softened), cream cheese (softened), sugar, egg, rose essence or vanilla essence, chocolate chips",https://www.persnicketyplates.com/wp-content/uploads/2010/05/chocolate-chip-cheesecake-33-SQUARE.jpg
229,chocolate lava cake,Dessert,veg,"dark chocolate, butter, icing sugar, egg yolks + whole eggs, flour",https://www.melskitchencafe.com/wp-content/uploads/2023/01/updated-lava-cakes7.jpg
230,eggless coffee cupcakes,Dessert,veg,"maida/ flour, baking powder, sugar, cocoa powder, vanilla essence, butter (softened, salted. in case you are using unsalted butter, add 1/4 tsp salt), milk (to make the batter smooth. adjust the milk quantity according to your batter's smoothness), coffee powder + 1 tsp water, to make a paste (you can increase or decrease according to your coffee tolerance)",https://bakewithshivesh.com/wp-content/uploads/2023/05/Cold-coffee-cupcakes-1-scaled.jpg
231,chicken in white wine,Italian,non-veg,"black pepper, plain flour, olive or sunflower oil, rashers lean bacon, onions or shallots (cut in half), mushrooms, butter, boneless and skinless chicken breasts (chopped into 3cm pieces), dry white wine, chicken or vegetable stock, garlic cloves, bay leaves, fresh thyme sprigs (washed or 1/2 tsp dried thyme)",https://www.saltandlavender.com/wp-content/uploads/2019/02/creamy-white-wine-chicken-5.jpg
232,apple and walnut cake,Dessert,veg,"Apple, Eggs, Walnuts, Sugar, Walnuts, Oil, Flour, Baking Powder, Cinnamon Powder",https://www.allrecipes.com/thmb/v0w-ehqWZbGuCkOcwVt8NdMCtec=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/19428-8cab6d5bdd3a413ba669ca75933a4631.jpg
233,gluten free almond cake,Healthy Food,veg,"Almond Powder, Egg, Honey, Baking Soda, Vanilla Essence, Salt, Honey, Almond",https://theloopywhisk.com/wp-content/uploads/2021/04/Almond-Cake_730px-featured.jpg
234,cinnamon star cookies,Dessert,veg,"Butter, Castor Sugar, Christmas Mix Spicy, Cinnamon Powder, Honey, Glucose, Cream, Poultry Flour, Baking Soda, Bread Flour",https://www.daringgourmet.com/wp-content/uploads/2016/11/Zimtsterne-Recipe-12.jpg
235,whole wheat cake,Healthy Food,veg,"Oven temperature, wheat flour, jaggery sugar, baking powder, oil, eggs, water, almond essence, walnuts",https://www.allrecipes.com/thmb/Ash1lqGC2Jh1N36Nq0MD5YwZgT4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8040181-5e348b7935bc47a1babe8193333e978e.jpg
236,plum cake,Dessert,veg,"oven temp: 150 c-300 f, butter, sugar, eggs, almonds, vanilla essence, mixed fruits (sultanas, raisins, candied peels and cherries), refined flour,",https://redcurrantbakery.com/wp-content/uploads/2024/03/IMG_7779.jpg
237,double chocolate easter cookies,Dessert,veg,"Butter, Brown Sugar, Castor Sugar, Vanilla Essence, Dark Chocolate, Refined Flour, Cocoa Powder, Baking Soda, Salt, Milk, Cadbury Gems",https://thebusybaker.ca/wp-content/uploads/2019/04/spring-mm-chocolate-cookies-fb-ig-4.jpg
238,holi special malai kofta,Indian,veg,"potatoes, paneer (cottage cheese), maida, coriander leaves (chopped), onion, ginger-garlic paste, tomatoes, malai or cream, raisins and cashew nuts, cashew nuts paste, haldi, red chilli powder, kitchen king masala, kasuri methi (dry fenugreek), salt, sugar",https://i.ndtvimg.com/i/2018-02/paneer_620x330_81519709592.jpg
239,homemade gulab jamun,Dessert,veg,"sugar, water, milk, cardamom seeds, saffron, cardamom powder, khoya, baking soda, maida, milk",https://bakewithzoha.com/wp-content/uploads/2023/04/gulab-jamun-2-scaled.jpg
240,lamb rogan josh,French,non-veg,"lamb chops or stewing lamb, vegetable oil, cassia bark or cinnamon stick, bay leaves, green cardamoms, onions, garlic cloves, butter, turmeric, chilli powder, ground cumin, ground coriander, tomato puree, salt, garam masala, lemon juice",https://www.allrecipes.com/thmb/Fd6xzEJZWblLiR83vw_5Z20beaY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-7485811-lamb-rogan-josh-recipe-VAT-4x3-76fc73d4bdc0442d9876fdcd30c0d43c.jpg
241,fish curry,Thai,non-veg,"fresh sole fish, black pepper powder, lemon (juiced), onion, coriander seeds, black pepper, raw rice, garlic cloves, coconut, coriander leaves, ginger (large), cinnamon powder, clove powder, ground nut oil, tamarind paste, cooking oil, salt,",https://stewwithsaba.com/wp-content/uploads/2024/05/IMG_4409-edited.jpg
242,rice kheer,Indian,veg,"milk, rice (washed), sugar, raisins, green cardamoms, almonds (shredded)",https://www.cookwithmanali.com/wp-content/uploads/2017/06/Indian-Rice-Kheer.jpg
243,assorted rice kheer sushi,Japanese,veg,"basmati rice, milk, sugar, pistachio, almonds, green cardamoms(powdered), saffron, rose water, rose petals (dried), dark chocolate",https://i.ndtvimg.com/i/2017-10/sushi-desserts_620x330_71508135968.jpg
244,jalebi with fennel yogurt pudding,Dessert,veg,"all purpose flour, yogurt, oil, sugar, water, saffron, green cardamom, yogurt (strained), milk (warm), sugar, nutmeg, cardamom powder",https://i.ndtvimg.com/i/2017-10/jalebi-recipes_620x350_81508137633.jpg
245,broccoli souffle,Italian,veg,"broccoli, butter, extra virgin olive oil, all-purpose flour, low fat milk, salt, black pepper, cheddar cheese, eggs (separated), egg whites, cream of tarter",https://www.allrecipes.com/thmb/SNBiVo0dez2qepe-yZV984oGSug=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3029218-4836f6300cff4f82adb231a88fef39f4.jpg
246,christmas dry fruit cake,Dessert,veg,"butter (at room temperature), dark brown sugar, eggs, flour, salt, all spice powder, cinnamon, nutmeg, currants; golden raisins; dark raisins (each), soft dried figs, dates (pitted), prunes (stoned dried), apricots (dried), almonds (chopped), brandy, instant espresso (mixed with 1 tbsp water)",https://www.jocooks.com/wp-content/uploads/2019/12/christmas-fruitcake-1-13.jpg
247,microwave chicken steak,Healthy Food,non-veg,"chicken breasts (boneless), eggs (slightly whisked), ginger paste, garlic paste, onions, coriander leaves, green chillies, black pepper powder, flour, vinegar, salt, oil",https://www.yourhomebasedmom.com/wp-content/uploads/2019/05/how-to-microwave-chicken-recipe.jpg
248,cheese and ham roll,Snack,veg,"hung curd, butter, cream, ground pimento, lemon juice, vodka, salt and pepper, asparagus spears(cooked), ham, pineapple slices",https://www.adventuresofanurse.com/wp-content/uploads/2024/11/Ham-and-Cheese-Roll-ups-720x540.jpg
249,vegetable manchurian,Chinese,veg,"mixed vegetables - chopped fine or grated, eggs (slightly beaten), refined flour, garlic paste, ginger paste, water, oil , garlic , onions , capsicum, cornflour (blended with water), vinegar, salt, soya sauce, tomato puree, celery, ajinomoto (optional), water",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/07/veg-manchurian.jpg
250,jerk chicken,Indian,non-veg,"chicken legs, lime (halved), jerk seasoning powder (bottled), jerk seasoning paste (bottled), olive oil","https://cdn.apartmenttherapy.info/image/upload/f_jpg,q_auto:eco,c_fill,g_auto,w_1500,ar_1:1/k%2FPhoto%2FRecipes%2F2024-07-jerk-chicken%2Fjerk-chicken-439"
251,lemon poppy seed cake,Dessert,veg,"Flour, Baking Powder, Salt, Castor Sugar, Baking Soda, Eggs, Butter, Vanilla Essence, Lemon Juice, Poppy, Lemon Peel, Lemon Syrup, Wiped Cream, Fresh Berry",https://cakesbymk.com/wp-content/uploads/2025/02/Template-Size-for-Blog-32.jpg
252,steam bunny chicken bao,Japanese,non-veg,"Buns, Flour, Dry Yeast, Sugar, Salt, Hot Water, Chicken Mince, Eggs, Soy Sauce, Sugar, Sesame Oil, Worcestershire Sauce, Chives, Aromat Powder",https://c.ndtvimg.com/2019-04/g2d92opo_chicken-bao_625x300_18_April_19.jpg
253,double chocolate easter cookies,Dessert,veg,"Butter, Brown Sugar, Castor Sugar, Vanilla Essence, Dark Chocolate, Refined Flour, Cocoa Powder, Baking Soda, Salt, Milk, Cadbury Gems",https://thebusybaker.ca/wp-content/uploads/2019/04/spring-mm-chocolate-cookies-fb-ig-4.jpg
254,orange quinoa sevaiyan,Healthy Food,veg,"sevaiyan, quinoa, orange juice , dried figs, sugar, almond milk, desi ghee, jaggery, walnuts, melon seeds, peanuts",https://c.ndtvimg.com/seviyan_625x300_1527573966193.jpg
255,spicy creamy kadai chicken,Indian,non-veg,"chicken, ginger-garlic paste, pepper powder, lime juice, oil, salt, tomatoes, green chillies, ginger-garlic paste, chilli powder, black cardamoms, cloves, water, onion, ginger, green chillies, chilli powder, turmeric powder, garam masala, kasturi methi, cream",https://c.ndtvimg.com/2021-07/3q2kd9h_chicken-curry_625x300_08_July_21.jpg
256,apple kheer,Dessert,veg,"apples, basmati rice, nuscovado sugar (you can also use normal sugar), cashew nuts and almonds, cassia bark or cinnamon stick, red grapes",https://hebbarskitchen.com/wp-content/uploads/2019/10/apple-kheer-recipe-apple-ki-kheer-seb-ki-kheer-apple-payasam-1.jpeg
257,ragi oats ladoo (laddu),Dessert,veg,"ragi flour, oats flour, dates (ripe), milk, honey, ghee, green cardamom powder, white sesame seeds, coconut powder, cashew nuts",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjUyXg3Hoj7du0TdhNZmVurWemel624K7u16vvntEwiKFzXF4mRkKwy6wOJOKC8NIYqIGXwLWyTlKdMg7cT8HbLqwb03MCR8YooM6Q0pk3xMQY-6t70gKJNi_xT_4pNFzTBlzXba5hYhZd0/s1600/Ragi+Malt2.JPG
258,lamb korma,Indian,non-veg,"onions, almond paste, ghee, cinnamon sticks, green cardamom, cloves, mace, bay leaves, garlic paste, ginger paste, lamb, salt, rose water (infused with 4-5 strands of saffron), yellow chilli powder, yogurt, yellow chilli powder, black pepper powder, coriander seed powder, cumin powder, red chilli powder, turmeric powder, clove powder, green cardamom powder, rose petal powder, nutmeg powder, black cardamom powder, fennel powder, cinnamon powder, mace powder, onions, cream/malai",https://www.recipetineats.com/tachyon/2024/05/Lamb-korma_main.jpg
259,ragi coconut ladoo (laddu),Dessert,veg,"finger millet flour (ragi), jaggery, peanuts, coconut, salt",https://i.ytimg.com/vi/Ew1TUM9Dw40/sddefault.jpg
260,quick chicken curry,Indian,non-veg,"Chicken, onion paste, tomato, garlic paste, ginger paste, coriander powder, cumin powder, turmeric powder, red chilli powder, garam masala powder, oil, salt, green coriander",https://craveitall.com/wp-content/uploads/2020/06/Easy-Chicken-Curry-RECIPE-5.jpg
261,chicken shaami kebab,Indian,non-veg,"Chana Dal, Chicken Thai, Salt, Whole Red Chillies, Cumin, Whole Coriander, Cloves, Pepper Whole, Cinnamon Stick, Celery, Eggs, Green Coriander, Mint, Green Chillies, Ginger, Garlic Buds, Oil",https://i0.wp.com/www.shanazrafiq.com/wp-content/uploads/2013/03/Chicken-Shami-Kabab.jpg?fit=1200%2C798&ssl=1
262,chicken masala,Indian,non-veg,"Chicken, ginger, garlic, onion, tomato, garam masala, bay leaves, salt, turmeric, coriander powder, red chilli powder, oil, green coriander, cream",https://www.whiskaffair.com/wp-content/uploads/2021/01/Chicken-Masala-2-3-1.jpg
263,holi special bhang pakode,Indian,veg,"besan, potato, fresh bhang leaves, spinach, bhang seed powder, ajwain, fresh green chilly , salt, tamarind paste, red chilly powder, mustard seeds, whole red chilli, soda",https://i.ndtvimg.com/i/2018-02/pakode_620x350_41519301752.jpg
264,kuttu atta pizza,Italian,veg,"kuttu atta, salt, sugar, yeast, mozzarella cheese fresh, tomato, basil, cottage cheese, green chillies, olive oil, salt, black pepper (crushed), oregano",https://i.ndtvimg.com/i/2018-03/pizza_620x350_81521450651.jpg
265,arbi kofta with mint yogurt dip,Snack,veg,"arbi/colocasia roots, water chestnut flour (kuttu ka aata), green chili, ginger, carom seeds, rock salt, oil, mint, curd, cucumber, pomegranate",https://blogs.morphyrichardsindia.com/media/1643/arbikofta-navaratri-mr.jpg
266,puffed rice squares,Snack,veg,"puffed rice, nuts, honey, jaggery, butter, kewda to flavor, cardamom powder",https://busybuthealthy.com/wp-content/uploads/2014/05/Puffed-Rice-Squares_main2.jpg
267,red velvet banana pudding,Dessert,veg,"one can of sweetened condensed milk, ice cold water, instant vanilla pudding mix, cream cheese (softened and cut into 8 pieces), heavy cream, one 9 x 13 inch layer of red velvet cakcake, ripe bananas, mini chocolate chips, sugar, cocoa, cake flour, baking soda, salt, butter (room temp cut into 1 inch pieces), eggs, milk, sour cream, cider vinegar, vanilla extract, red food coloring, all-purpose flour, milk, unsalted butter (room temperature), sugar, vanilla extract",https://infinetaste.com/wp-content/uploads/2023/01/red-velvet-banana-pudding-featured-image.jpg
268,baked wild berry cheesecake,Dessert,veg,"butter, digestive biscuits, berries, cream cheese, castor sugar, vanilla extract, egg (lightly beaten), icing sugar",https://www.giallozafferano.com/images/255-25530/Wild-berry-cheesecake_1200x800.jpg
269,spiced orange valencia cake,Dessert,veg,"egg whites, egg white powder, sugar, almond powder, hazelnut powder, sugar, hazelnut (toasted)",https://c.ndtvimg.com/2018-11/rmkmg33g_orange-valencia-cake_625x300_23_November_18.jpg
270,jalapeno cheese fingers,Mexican,veg,"yellow cornmeal, sugar, baking soda, salt, buttermilk (well-shaken), egg, cheddar (extra sharp), scallion (white and pale green parts only), pickled jalapenos (drained), unsalted butter,",https://www.pepperbowl.com/wp-content/uploads/2023/09/jalapeno-cheese-stick-recipe.jpg
271,californian breakfast benedict,Snack,veg,"brioche loaf, avocado paste, eggs, tomato, spinach, nutmeg powder, phyllo pastry sheet, assorted seasonal fruits, hollandaise sauce",http://www.thecurvycarrot.com/wp-content/uploads/2012/03/IMG_3398.jpg
272,chocolate marquise,Dessert,veg,"dark chocolate (melted), castor sugar, egg yolk, egg, cocoa powder, coffee, cream, berries, dark chocolate, fresh cream",https://img.delicious.com.au/9-vtHifl/del/2015/10/chocolate-marquise-11658-1.jpg
273,corn & jalapeno poppers,Mexican,veg,"fresh corn kernels, corn flour, whole egg, cheddar cheese, jalapeno poppers, smoked paprika, coriander (toasted & ground), green onions, fresh cilantro, lemon (zest and juice), cooking oil",https://eatlikeerin.com/wp-content/uploads/2024/05/IMG_0484.jpeg
274,banana phirni tartlets with fresh strawberries,Snack,veg,"basmati rice (soaked in water), milk, cardamom powder, milk, saffron, sugar, banana, fresh strawberries, plain flour, butter (chilled), castor sugar, egg yolk, chilled water",https://i.ndtvimg.com/i/2018-04/tartlets_620x350_61522662341.jpg
